id,first_name_vendor,last_name_vendor,code_vendor,article,article_value
29817a89-aba9-413c-a15b-d52715467c41,Lewiss,Linscott,FMA,"Veal - Chops, Split, Frenched",$177391.05
123f97df-d3b9-4666-a53f-b7d2f5ade8bb,Ulrick,Kupke,JKG,Wine - Magnotta - Pinot Gris Sr,$222475.62
85701065-61a3-4978-a473-0649bb713c0d,Valentine,Drayton,THE,Tahini Paste,$95370.45
895ec873-786e-4273-b0fa-aaa02e7b4460,Montgomery,Scotchforth,PHE,"Wine - Red, Mouton Cadet",$827424.28
00ed337d-a3a3-4d23-9abf-dec020274132,Marcos,Malamore,ELS,Carbonated Water - Raspberry,$7114.80
588bd4e2-c880-44ef-859e-2d42d84aac67,Marci,Scopyn,DLI,Bonito Flakes - Toku Katsuo,$170793.95
8c63c472-1f49-43bc-bbbd-90095a03e40c,Gasparo,Frostick,SEQ,"Yeast - Fresh, Fleischman",$946209.17
166c0661-0f25-47b7-8e23-7e41d11a8f8b,Agnella,Winslade,ZMH,Pork - Kidney,$915682.04
0af6b2d0-0cde-4a71-8e32-dd564fa45aee,Moina,Ephgrave,LYT,Flour - Fast / Rapid,$755654.92
8ba864eb-37aa-49dd-abf0-9c7e836c1447,Jethro,Mulholland,GBW,Asparagus - Mexican,$538796.53
5000e171-57ac-4bca-8915-3a60ba4835ac,Gale,Heaton,EIE,Pea - Snow,
a4bdc056-6b98-4db2-9a9c-8d41965fa7f8,Vida,Mullinger,LGG,Meldea Green Tea Liquor,$984791.40
0b078b8f-7dbd-4c8a-b186-082e1b019bcb,Harwell,Cherrie,NDN,Bagelers - Cinn / Brown Sugar,$307515.12
74e27091-527a-4d38-94ab-c3bf97f45469,Hillie,Cissen,TGR,Vinegar - Tarragon,$940546.39
0d2e806d-de23-428a-a44b-0867a7df1132,Mora,Labitt,OKY,Chips - Assorted,$58575.12
983b02b4-7dae-4a64-9f0c-aef7d20eea4f,Maryjo,Jirka,DVT,Paper Cocktail Umberlla 80 - 180,$235855.18
b40b8cad-b706-4e29-8af6-0f7fe3b1f3ba,Bevon,Gawkes,TIV,Sugar - Invert,$849819.21
cefa0ddc-7026-4433-a038-c1230963dfa0,Angelica,Whimper,VHC,V8 Pet,$149054.73
19ecdcb9-5043-49af-a21c-7aff4608bb3b,Geri,Paaso,BUO,Appetizer - Smoked Salmon / Dill,$778788.65
d76b0980-2049-40fd-98d8-607395fa3174,Christoph,Klulik,SBO,"Pepper - Black, Ground",$690689.43
904c7781-1021-4afe-b4c2-ce0464670496,Tremayne,Langhorn,DGR,Mince Meat - Filling,$975775.50
3b00b359-824a-4564-b3a0-2d10f00255b3,Nikolaus,Geroldini,JCI,Marjoram - Fresh,$543996.39
4b672644-f228-434c-b541-a015b1f1c37e,Quincey,Peaker,PJB,"Fish - Soup Base, Bouillon",$392144.78
fdea4ec6-84c8-44b7-ae4a-9a880e536daa,Garry,Scrogges,OCC,Bonito Flakes - Toku Katsuo,$285520.77
75f452ab-5e0c-456c-843a-8869fdc1b401,Julian,Alvares,MYC,"Juice - Apple, 341 Ml",$279056.96
11b5cae2-d669-48b1-ae38-3279f7c557e3,Linda,Chapellow,CUL,Versatainer Nc - 8288,$98864.08
55f447de-096b-41ea-a6eb-9faf068ee827,Genevra,Ormston,BUD,Liners - Baking Cups,$168963.64
3a2c4951-82ca-49b8-9961-03fb93d80cc6,Darn,Kingswood,WSZ,Shortbread - Cookie Crumbs,$790843.24
3c355489-3742-4452-8f9b-3a40fdc48612,Morgana,Effemy,MTO,Kohlrabi,$144297.49
fa4d05e7-306e-4ef3-9c82-39fc15732102,Salome,Skipworth,LAC,Thyme - Dried,$583928.62
28bba0ce-d5de-44d4-a38e-5d90e8154b4e,Goldy,Aldgate,BJY,Muffin Mix - Corn Harvest,$521161.38
333fb05d-7c82-4427-935b-b1295e7380b9,Ina,Lachaize,CAX,"Leeks - Baby, White",$369289.87
da00e3d8-5015-416f-aeb1-1e080e186810,Marcelo,Euesden,SVW,"Tomatoes - Vine Ripe, Red",$958422.07
da741731-7654-419b-b668-bdd23f5f36c2,Malina,Povele,XJD,Beer - Mcauslan Apricot,$86356.53
811030f6-0dab-4f39-9fec-85af0612045b,Hyacinth,Harradence,YGW,Longos - Grilled Chicken With,$830383.93
a461e863-f648-4ada-aa41-2994cd25f561,Helge,Eilhermann,DDP,Cauliflower,$272671.67
ca347876-c3cb-4b37-bc18-7b57307b5a93,Ebba,Kyffin,QNC,"Pasta - Rotini, Colour, Dry",$577357.20
175494be-1934-4c65-a6f6-a4c896997b5d,Rodolph,Hutsby,MVC,Tart - Butter Plain Squares,$170007.43
f8d1fb88-f73d-40a4-b60d-36a7ca6853c7,Ly,Towriss,JUO,Latex Rubber Gloves Size 9,$615777.96
8bee2094-6370-4a9c-b1c1-ba71465f633b,Jake,Feldhorn,LOK,Nori Sea Weed,
58175728-8a36-4931-a065-8b27fec70ab3,Helen,Brane,MQB,Egg Patty Fried,$810900.88
4cdbca04-23bf-4d3a-a4aa-0df30edc97f8,Yancey,Oates,ODH,Fuji Apples,$322053.60
046ea14c-491f-4e4f-b499-7986449e8df5,Taylor,Tilbey,YAI,Steamers White,$705129.86
f9e7f5d4-0663-45be-aab7-c395da8ce777,Conant,Erwin,TPE,Cranberries - Frozen,$387787.60
ef038686-9725-403e-a5cd-fd0dd875ad1f,Norman,Anster,PES,Bread Country Roll,$580163.00
1a6a6761-de38-4a0e-ac69-bf9c709df365,Stirling,Elverstone,CRK,Ice Cream Bar - Hagen Daz,$553824.29
0d793790-506a-400b-9b3c-834c1bc07da3,Yancey,Skegg,DOX,Pop - Club Soda Can,$768081.00
148aa2f3-031a-411b-9d3e-9dcb9a14a8c7,Victor,Cawthra,MHB,"Nut - Chestnuts, Whole",$816687.40
7e694ca0-5f7d-45af-bfa3-6328670b9dbf,Cyb,Cathery,MXD,Puree - Mango,$717379.86
330e5718-dee2-4e55-b590-5a28d1f9d1de,Abie,Steptowe,ELX,Wine - Ej Gallo Sierra Valley,$689333.05
ec54b632-30e9-4512-9f88-096ab2912188,Kizzie,McGougan,TGT,Beef Ground Medium,$593654.90
ec9beabe-2f82-43f1-a3c6-226241579d98,Clari,Gohn,ZTU,Wine - Montecillo Rioja Crianza,$531446.71
65b7ee4f-919d-468c-9926-bc756c272ad3,Zedekiah,Daldan,RHE,Squid - Tubes / Tenticles 10/20,$168463.48
548c67dc-649b-455d-8d12-4cfae27fa722,Fernande,Atto,JAF,Orange - Blood,$818041.97
dbcb2c0f-6945-46e5-b417-09a45bf8e820,Giorgio,Lindback,BBH,Appetizer - Southwestern,$646605.94
4f022bb7-abf3-4c6e-b0da-702f25786de2,Martha,Bentje,PGV,"Orange - Canned, Mandarin",$420494.31
88992ca4-8265-4e14-90f9-722f65d46c5d,Halsy,Beswick,PIK,Sea Bass - Whole,$419675.04
bc3a075e-be2f-4ae9-8364-0d873a39812e,Francois,Matiewe,FBY,Cheese - Sheep Milk,$834580.92
3c06fb17-4d12-4b4f-84ee-c83904bda099,Lorne,Cassel,GGR,Spice - Montreal Steak Spice,$490006.99
3381db5f-985c-4b44-b8fc-32275b8a3e92,Pasquale,Sleit,CLP,Seedlings - Clamshell,$372980.51
158c8b9a-338a-4d97-8110-80b2c2a6482b,Bancroft,Paskerful,PYJ,Goat - Whole Cut,
2269bd68-cb49-45c3-a274-e911ed8709cf,Nerti,Farnin,BPY,Banana - Green,$101978.34
6f91f01a-7617-4802-b448-22706a5f5a5e,Paulette,Leeming,BNS,Urban Zen Drinks,$862321.95
d2f160ab-790e-40dd-92cc-dd28a2505c3f,Kathrine,Garmston,NAI,"Wine - Red, Metus Rose",$190144.67
48318c28-b3f1-4e21-ae23-c17614ec3e75,Delila,Naismith,HUO,Sauce Bbq Smokey,$852597.85
7f72b0e4-2450-4e6c-ba37-4e975df6f070,Hugo,Loeber,CTG,Lettuce - California Mix,$299011.56
cde733fa-285e-4dbd-9a71-ac830fea83c0,Base,Scawn,AIV,Lobster - Cooked,$408044.36
59b247c0-36d0-4bc0-80c9-536caadd3e9c,Bartholomeus,Franzel,HUW,Pepper - Cayenne,$421810.16
27b670a3-c9f4-4020-aa47-f9a9ff9cc768,Grannie,Clacey,TLS,Jolt Cola - Red Eye,$863587.93
234bac43-9f37-4923-b752-b3f6ba7cc6cc,Gunar,Gierok,GTN,Dill Weed - Dry,$578429.43
5c3b5a6d-0d32-4fc6-a02b-cc6edc89b2ba,Hugh,Bath,KKM,"Pork - Butt, Boneless",$492329.25
5c9fca7d-9cdb-4a09-b49c-1a21f20a48d8,Mirabelle,Ivasyushkin,YWJ,Mustard - Individual Pkg,$739524.12
3511c3bc-69c9-440e-941f-8b8304272a8a,Art,Coats,TLP,Cake - Dulce De Leche,$952078.64
4be38fdb-5113-4317-bff1-4279e6604b08,Chrissie,Chestle,CZH,Napkin White,$958312.60
60f5d472-6233-4958-802f-1cca1520ba67,Georgine,Mill,BVG,Appetizer - Mango Chevre,$240546.83
9172090d-7d98-411c-b5ed-b79eaaebf199,Jammie,Straine,KLW,Cocoa Feuilletine,$591952.83
6d33f0ea-08e4-4a94-9dfd-36b76b76ad50,Roxi,MacAllester,ILE,"Pasta - Rotini, Dry",$424348.86
e00a48bb-1d10-4eb8-83dc-96d79c48a111,Clarine,Simcock,WIR,Beer - Heinekin,$399728.32
5c6aa92f-259e-4898-8211-415cfc78360a,Clarke,Jorczyk,MGT,Milkettes - 2%,$57403.51
7ba37715-7ab6-447e-838e-1a485d76bcad,Judie,Sarfass,UAM,Wine - Casablanca Valley,$898983.83
ba41f4b6-9de6-4909-b513-6cfc688dbe8c,Verna,Skill,PYX,Pepper - Chilli Seeds Mild,$704135.38
70c35075-04d5-432a-98a6-f9d922a7d397,Katie,Merryfield,WEM,Ice Cream - Vanilla,$494938.61
2b0d3f5d-97e8-49a4-96ff-ed3f3595223e,Nalani,Casero,OLB,"Cheese - Brie,danish",$852198.68
adf5cf43-22c7-4c8c-95ea-b4134fb78f55,Brian,Mathelon,KAI,Cheese - Victor Et Berthold,$556521.39
3ab65456-4e17-4e3f-8731-dcbdc54b2c66,Leia,Magovern,0,Cookies Oatmeal Raisin,$773369.54
0ce715f6-5c93-4d78-a5f9-657e6b0724d0,Hatti,Eaddy,ACO,Pasta - Ravioli,$152584.38
3943acd1-0b13-48dd-b4d5-63e4d30ea148,Dory,Frier,SEU,Coffee Cup 16oz Foam,$75802.43
957612db-63f6-4af7-bc56-a9fd3c74bcda,Minetta,Jakubiak,XLU,Wine La Vielle Ferme Cote Du,$906745.85
28ae5b76-f9bd-4653-95aa-e6a20dfbcb77,Chandra,Billborough,VOT,Soup - French Onion,$773613.34
ae17e1f4-1c41-4228-80bf-55fe99a57822,Cort,Harrison,KPT,Venison - Striploin,$781624.76
e5a842cc-653a-4500-9030-49b354bd41c1,Hercules,O'Kennedy,BLP,Potatoes - Parissienne,$543099.56
88f2a4a7-a9e8-4928-ac10-34d8f51d4acb,Maryrose,Blackaller,NCG,Bread - Italian Roll With Herbs,$268016.19
ec81c21d-7fa9-4bd8-ae7e-14ad673432d9,Tandi,Folliott,FTI,Beer - Mcauslan Apricot,$361880.50
01536f42-8c45-4e18-9d89-ecbae0e433d1,Rolph,Gonthard,HRA,Mace,$925962.28
4af5b4b8-d9eb-4c2f-b720-9e38c8af7a41,Constance,Cowgill,TAS,Chicken - Whole Fryers,$116256.70
55c25a5d-1f0a-4ace-9dab-ac9e7d9b2517,Zorana,Cunnington,TEZ,Squash - Pepper,$916581.88
39c85c02-5186-4577-a904-fddfb435e33f,Neala,Bertomeu,UKU,"Nut - Hazelnut, Whole",$174323.76
18129ea7-01ee-495d-9870-a6b1ca2b4cd2,Anthe,Burnyeat,TPX,"Tomatoes - Diced, Canned",$459447.34
e9245ece-8dd6-4cfa-a15c-6ee68223b610,Dedie,Mc Queen,DOI,Sole - Fillet,$924612.31
1e2540c9-5652-467b-912a-df26d3242965,Claudelle,Dossett,OAR,Grapefruit - White,$200467.11
d385addf-ff06-4195-acd9-5fd768bf12cc,Norbie,Muscat,YRS,Sugar - Palm,$723051.40
029d753c-6eeb-4f0a-a0f9-0ff75564576b,Dyna,Kores,ISN,Tomato - Plum With Basil,$898081.10
e601ec44-4bd8-4a23-b431-91b25877bfd7,Paloma,Kloster,CLL,Table Cloth 54x72 Colour,$810490.54
f20233ff-228b-4650-840f-c7514aae08a1,Jana,Jansen,BHE,"Fish - Artic Char, Cold Smoked",$254770.64
a7926643-2e60-4b45-88ec-8f559fc5167d,Creigh,Scown,VIG,Puff Pastry - Sheets,$116398.71
a1175c0a-76ad-441e-be4e-ca33eb307b3b,Kerianne,Feaveryear,CTX,Pepper - Jalapeno,$382407.50
edc2529b-e2a1-46c2-a00d-d9d710495b79,Tannie,Heball,DLA,Cherries - Frozen,$416375.44
953618f8-f727-4e00-a989-80668afd6c1c,Eloisa,Forsard,PIC,Veal Inside - Provimi,$331250.30
b4bb3dae-5da3-4177-9e1b-6beb01a0f139,Benoite,Grandham,MGA,True - Vue Containers,$697628.24
72083328-f6cc-4d42-aabd-b77bde111bab,Rinaldo,Advani,YOG,Lettuce - Red Leaf,$611699.29
f7f8808b-9b30-4b3a-a847-4e65887da892,Eulalie,Peres,PUW,Sauce - Hp,$447431.52
09fbe393-e157-48c7-919b-5f33eeafdef9,Tiebold,Rosenkrantz,ERN,Cleaner - Bleach,$865842.07
8a399b67-ddc8-4efb-a3b1-4e3ad9e03976,Malissa,Tebbitt,BHS,Lamb - Rack,$920237.33
816e5d32-d047-4e47-b4ad-6d9ae435b1bf,Kala,Kedslie,BOW,Bread - White Mini Epi,$268057.38
d96e75df-c5de-42e7-b42a-7efd0711ddd2,Derrik,Chastagnier,HLP,Nestea - Iced Tea,$828451.57
797c48cc-d229-4eff-a15a-e4400e561e2a,Darbee,Sprouls,TAV,"Pepper - White, Ground",$993675.14
6eaf5415-10a8-4903-8072-61cb0aff5a82,Brantley,Yate,NLU,"Rice Pilaf, Dry,package",$556189.42
83009c44-e97e-4d12-97a6-8fff6642df90,Paloma,Lopes,ENS,Shortbread - Cookie Crumbs,$615219.75
426b957d-18e6-4b12-96b7-c4c8f8d980f5,Kaela,Scade,LUN,Red Currant Jelly,$325354.31
965153ce-d4ba-4647-ae2a-20c9a1ae7d2a,Donella,Hurtic,DEN,Sugar - Cubes,$978050.82
67d67673-fda7-4f93-b8f1-aed32279d773,Carita,Warratt,FEK,Spinach - Frozen,$350674.28
2d4b7368-46e0-41fd-93b4-e8ed0ce82f5e,Rory,Janse,VAD,Tea - Herbal Sweet Dreams,$944964.68
af572d9b-25ef-4f01-ac86-22b4c8006c7a,Anselm,Chimienti,LOH,Toamtoes 6x7 Select,$9328.52
1ec6ca48-65b0-415e-866b-8a421ef02647,Louisette,Crumley,NAY,"Doilies - 5, Paper",$763676.69
99f0c5bf-5bd3-4d68-a9c2-59175f3be22a,Mattie,McAusland,HRL,"Cheese - Woolwich Goat, Log",$986518.86
f6746bb9-cb2f-46a4-964f-2c46b5dc03f4,Timmie,Brandenburg,CIK,Mcgillicuddy Vanilla Schnap,$44025.72
f4ed2351-85fe-492d-8251-3ca7ec329f8d,Vonni,Raitie,SZA,Tomatoes - Heirloom,$604180.56
27cef1ca-a891-474d-8d16-71d9e9efdcb9,Blair,Mallatratt,LOY,Hot Choc Vending,$238026.19
d3ee20d4-07a0-4890-8c65-65dbaf02d120,Florentia,Smeuin,OGL,Wine - Blue Nun Qualitatswein,$477897.41
aa6b8fe0-8f11-4ef8-90ae-f6c4a28c7d60,Cosmo,Whitebread,MKV,Truffle Cups - White Paper,$613106.40
6fd52e5a-aa16-4667-9de0-01c0191d3365,Happy,Pachta,MON,Cocoa Feuilletine,$761972.36
7a7ed165-60ef-42aa-8e71-d5f6fd1e85d0,Enriqueta,Vedeneev,BXH,Beer - Muskoka Cream Ale,$427814.76
376497a9-d5cb-438d-8d1c-8da726c4e349,Dun,Leban,VAO,Tea - Herbal I Love Lemon,$398705.06
8d2407aa-c11d-48b7-ba62-9989814d6ed1,Tallia,Kigelman,OLF,Rice - Long Grain,$472862.74
95ec7b92-4f22-4ed3-8f52-1c7725a0e800,Florri,Dewitt,PCP,Remy Red Berry Infusion,$276446.57
6253aa6e-ad96-4c22-bbe4-a225ee4c8b45,Dianna,Laugier,WAV,Cheese - Parmigiano Reggiano,$181947.28
cd5af5e3-3ce1-43a3-be72-99b0fa500115,Anders,Wickmann,ART,White Fish - Filets,$103081.88
c1b50924-f799-4a03-9e2d-59d5d51989e1,Lorry,MacCaughey,RDN,Fruit Salad Deluxe,$341254.90
01f5ad9f-8468-4653-b14c-67fdae8d0b0f,Lamar,Lain,CCA,Dried Apple,$394485.59
58fbc659-337e-41cb-b214-a93e8770b5f0,Torrin,Roebottom,GWL,Beer - Guiness,$569967.82
590d6514-6f51-42ee-9a4f-bacaf6ab7472,Sonnie,Methven,ONG,Squeeze Bottle,$356771.80
cc9227c0-e1d2-4aa4-a196-8a02cfa6d7d2,Griffith,Vanner,CZP,Oranges,$480287.16
bb7fedd5-5d16-43a8-bc05-5dcf8ebcb86a,Batholomew,Kinchin,ILF,Schnappes Peppermint - Walker,$357190.27
f66391d3-a5a6-4d09-aa47-134b060314c9,Doris,Denisyuk,HVS,Pepsi - 600ml,$569760.69
ecc978d6-5001-4b39-aa61-dd834674c367,Anny,Kepling,MLN,Miso Paste White,$362814.01
2effbb86-234b-4449-9146-bb4c32393945,Molli,Fiske,DOX,Pineapple - Golden,$742933.64
25015cb9-afc0-4517-a748-1d91533841af,Genny,Illing,BMO,Pepper - Red Bell,$782644.83
23ffc1a1-f58f-476f-93fe-db7aadbe9a42,Darrel,Brahmer,MER,"Pepper - White, Ground",$812851.24
546c6a58-f03f-438b-89ce-461c16076b6a,Caroljean,Greydon,DLL,Cherries - Fresh,$768014.53
01862799-6790-4eb1-bec3-80e7e6483f2e,Tybalt,Watmore,IFP,Baking Powder,$719232.79
b971b2ce-4a18-4e70-b970-0b982bb69bba,Georgianne,Patchett,DES,"Oil - Food, Lacquer Spray",$621337.12
2fa54b9b-7d61-4a37-a53d-0dedc228ad36,Deni,Rumming,CSI,Pasta - Cheese / Spinach Bauletti,$940359.37
da3f446f-5bfd-4c0e-b251-668b0b2cda98,Meryl,Fraine,KNK,Otomegusa Dashi Konbu,$92879.88
734980f3-5a7d-452e-a564-649e80ca5ffb,Jerald,McCauley,ADO,Cassis,$757938.19
12ce11b7-0105-40aa-b53f-a43dc00f0ab7,Vidovik,Furbank,STI,Grapefruit - White,$386159.05
0a4fa148-3082-44c8-824c-509fed111f27,Emogene,Warn,HRT,Ezy Change Mophandle,$816867.00
282aa9ea-b355-4f18-a420-1ecafc411e08,Elvin,McGilroy,SMD,Chicken - White Meat With Tender,$833874.44
a4ded0b0-90b0-4a0a-b44a-c56920e1a2b9,Tawnya,Hirthe,MNJ,"Artichoke - Hearts, Canned",$761162.24
3719294c-f0c1-4779-bfe2-435b4425b5d9,Morey,Boutwell,LNR,Chinese Foods - Cantonese,$736713.36
d24a8831-67ef-4f4c-9f12-ef7047ece838,Olympe,Luce,SBV,Green Tea Refresher,$832230.69
9df3b09b-9507-401d-b919-67673decdf7c,Abie,Saker,RHG,Chutney Sauce - Mango,$572906.86
4b3cf34a-e753-4c34-b0a6-b78d7a0897b6,Susann,Divine,JOI,Muffin - Mix - Creme Brule 15l,$841487.28
5b948d53-3572-4cba-b857-ec32dc227d87,Humfrid,Toombes,GGW,Goat - Whole Cut,$326633.97
a76d7f67-6cb3-4545-b62c-9eaf96f1e1b1,Vickie,Harral,MFI,Jagermeister,
496b5173-2a63-4c4a-af9d-d8e23c8a701f,Hilly,Mash,RJB,Wine - Placido Pinot Grigo,$978646.25
6de9982f-6541-475b-8b33-cc8ae5c42359,Obediah,Swanne,NCH,"Split Peas - Green, Dry",
3a853157-4dd0-49df-9cf1-9146ff3f46a5,Rivi,Thynne,LPG,"Pepper - White, Whole",$216486.88
dbd43a04-78f4-48d1-9312-e7bfe0546fae,Carr,Simmonett,OGG,"Syrup - Monin, Swiss Choclate",$905983.67
8f339537-8d23-410e-8d26-1ed9b76710f5,Emilee,Panton,ITB,"Pork - Bacon, Sliced",$887325.74
21a08b88-a0b4-47cb-8192-f5d96f6b9a9c,Hershel,Dominici,FMU,Chocolate - Mi - Amere Semi,$631511.18
9fe529ff-9460-4050-b8e5-f125b0b573e2,Lizette,Scotney,MDQ,Pork - Bacon Cooked Slcd,$958043.52
faebd330-35d1-4520-b922-5641e3d3946b,Mamie,McCaffrey,BGP,Oven Mitt - 13 Inch,$493143.35
28053f6d-6b9e-4c17-9435-92ad9437d149,Jamie,Pabelik,PNK,Whmis Spray Bottle Graduated,
5883f7d2-771d-4f2f-ab66-439765b643dd,Auberta,Abramovitch,CFS,Mangoes,$789149.93
c3249bd3-a85c-40a3-ab5e-c83a86bc7531,Rip,McKinney,HPG,Huck White Towels,$116124.49
7ea5e311-7d40-4a47-8157-96ab21d4cda3,Bambie,Joffe,PLN,Flower - Leather Leaf Fern,$306747.40
9b3bd3a2-0ffb-41f4-8d58-e78da063ec45,Elane,Castro,TGK,"Juice - Clam, 46 Oz",$878860.76
cbd6476b-9477-45fa-963e-d047b9183280,Inessa,Hacker,RVR,Eggplant - Baby,$675339.24
e5a18760-c73c-4419-9138-431f4f4884ea,Roth,Ketteringham,AZB,Onion Powder,$425296.30
96cc2c3d-15d1-4206-8156-048830c9d1a6,Julia,Tailby,PBQ,Flounder - Fresh,$166679.36
2c4414be-1892-4bab-8959-53e4db86855f,Friedrick,Dowsey,GFE,Mustard - Seed,$335717.82
28e846eb-4ea9-4b53-aa56-abcced6db6f6,Tiphanie,Rettie,CGH,Salt - Table,$281985.41
7d6f9972-58cc-43d4-bb6b-e0251ac38e79,Brigham,Adney,DRU,Wine - Cotes Du Rhone Parallele,
faf92cfc-4ff8-4fa4-b094-9cd07c4a19a7,Ruthy,Naughton,YGJ,"Loaf Pan - 2 Lb, Foil",$74719.21
aab0095a-165e-42ba-8024-880f8d0edfbe,Teressa,Hanhard,SMP,Huck White Towels,$438988.91
f7dcacc9-1976-472f-ab1b-b65221b6cd86,Rolfe,Ollerhead,JUZ,Capicola - Hot,$165666.27
76b7f6bb-c132-4dd4-b6a3-9e581b341a7e,Langston,Coddrington,FZO,Southern Comfort,$311891.43
16594d05-d911-4b9f-9a76-57cf0e622839,Willem,Yglesia,ERC,Lamb - Ground,$517462.84
2636c72d-8eb8-4dc5-bbd4-eeed3646b14d,Celestyna,Vouls,IKL,Spice - Greek 1 Step,$189297.99
99a30221-28f8-46c6-97a1-11f9546dad2d,Esta,MattiCCI,MIP,Cornstarch,$524840.73
7442b339-b8d0-466e-a0e8-48e3a149b92f,Emyle,Filewood,OLM,"Vermouth - Sweet, Cinzano",$875577.19
79e63eb7-bbf0-46be-a944-556f582f443b,Alfredo,Cicconetti,QPD,Cheese - Cottage Cheese,$399957.38
479202cc-ba10-4c20-9bc2-098dc52e0b9e,Joell,Pechold,SXO,"Oranges - Navel, 72",$80667.76
cb9bbbde-6535-405f-9332-907bbd8d902b,Nilson,Levene,ZQW,"Lemonade - Kiwi, 591 Ml",$390055.19
e80dd86a-293f-4096-879f-50acae892321,Laurent,Hourihan,ROZ,Juice - Happy Planet,$97055.62
0e9c455e-a9cd-4c30-afc9-6c93fbc2171c,Kelly,Ruspine,YQW,Grenadine,$708795.10
56fe19f3-ef84-43f3-bf53-2c1578dd8ea2,Marven,Lethabridge,TXF,Crush - Cream Soda,$79208.79
7652e8f0-c8a5-46af-9a42-af8bb0566b72,Ileane,Laite,NAA,"Pork - Chop, Frenched",$24643.36
708d46f2-77bf-493b-bba0-fa7648e37fbb,Adamo,Snelman,MIJ,Jolt Cola - Red Eye,$697662.81
3e1d5ee1-ed5e-417e-b777-a8ccac16f483,Aleece,McCaughan,CBU,Cake - Dulce De Leche,$124980.56
b1d54e1e-0a7e-4022-81b7-e8645dbe4eac,Erica,Piner,ARP,"Beans - Turtle, Black, Dry",$955073.67
019ac28c-e2ca-42a3-b42c-3552454a80e7,Marcel,Petyt,SKZ,"Apple - Delicious, Red",$774082.53
cd02d5da-b70f-4ac1-b181-58e12522f5e7,Silas,Soro,BIX,Cabbage - Red,$251610.66
5b7976d3-0448-41da-b332-d1170478d091,Colet,Eldered,OHH,"Sauce - Apple, Unsweetened",$465358.03
48054f6e-2b90-4a82-8a00-54955c0be4f3,Kenna,Dimberline,TAQ,Apron,$948855.10
b0fb6598-99c7-48b7-881b-0e357d937e46,Alain,Courtin,SHI,Beans - Yellow,$136682.48
e4eb37a6-3399-4d0c-8297-d966f9fc01e8,Steffane,Wallage,COZ,Rosemary - Dry,$759100.42
4e747656-8547-4522-9461-41973abf851e,Marabel,Bleasdale,NYO,Buffalo - Short Rib Fresh,$811364.80
84e58c93-39bc-47e4-83f5-638d3f78bb9a,Inge,Barnham,TSA,Crackers - Soda / Saltins,$833424.18
a3088f3c-06bd-4064-9972-cc25ee9e7365,Brandise,Ellacott,CPQ,Wonton Wrappers,$878708.15
77b6d4b8-f4f4-4dbd-a620-290989233b49,Nels,Barnbrook,RSL,Bamboo Shoots - Sliced,$134436.20
71f13377-8dfe-4eb1-99cf-ca5bb896de61,Krystle,Whalley,PVF,Snapple Lemon Tea,$812716.53
46b811c7-0c32-49dc-9097-b783176f27e8,Faye,Kemsley,ZKG,Flavouring - Rum,$949400.98
45c6c801-fe00-4525-bb25-61a8bb78550b,Piggy,Roxburch,KTS,Garlic - Peeled,$921691.03
4945dd89-2862-4b7b-8984-9e5d6425f673,Ermanno,Janouch,DBM,Couscous,$854740.61
6b9c31cc-edea-4ecc-8904-1a6791c5ce1c,Madison,Elen,CJN,"Zucchini - Mini, Green",$350617.31
cc89fe3a-5171-4d8e-9a82-72c52472c40a,Danya,Fidler,CIM,Soupfoamcont12oz 112con,$12334.28
4e955585-ff62-4ea6-a73b-c8445f79bede,Frederich,Gamlin,JSA,"Octopus - Baby, Cleaned",$332604.40
bafc1e54-9cf1-4672-815e-ee4005c0d391,Genevieve,Ouver,NLU,Ecolab - Medallion,$407280.89
6a4eca5a-705d-410a-9717-4b54a83a5d12,Shurlock,Cottom,GYL,"Pork - Bacon, Sliced",$114506.91
c9200125-a734-4836-acf6-c053b65efade,Darci,Maisey,BYQ,Buffalo - Tenderloin,$70345.84
5902ff39-0acd-4c4d-b1e1-4fbc68120da3,Cole,Barrasse,TVI,Mustard Prepared,
a8b1d5ef-b770-477e-87c5-50712e985d43,Jordana,Klimas,CDJ,"Pork - Tenderloin, Frozen",$918235.14
23ff3f07-9535-4df5-8d1c-c0a3fb2d4745,Nevin,Buglar,ZLG,Beef - Ground Medium,$882940.91
fe72a0ae-0e5f-46f0-8bf3-3059bac4afb9,Salomo,Drury,KBO,"Cheese - Boursin, Garlic / Herbs",$318433.39
85405781-5612-4579-afcf-1f1dd3825af4,Lela,Earnshaw,KSL,Mousse - Banana Chocolate,$376954.76
e9669754-f31a-494a-892c-44dd40200922,Hamid,Diche,PTK,"Nut - Peanut, Roasted",$879065.16
35ffd51d-b79f-4eeb-bea6-67dc3c0926f8,Thomasina,Siward,LSX,"Soup - Campbells, Spinach Crm",$390583.46
7c947b08-ca73-4886-ba69-87eeac39cc51,Blakeley,Reisk,UNC,Shrimp - 31/40,$975259.71
763b33e1-575e-4ebd-88aa-de84f70bb4c5,Vincents,Rounce,ONJ,Daves Island Stinger,$349614.24
9585be84-d744-4737-b494-11f1e1673135,Hurleigh,Raulstone,BIG,Rosemary - Fresh,$17058.59
5a4dfde8-567f-4505-8247-b0dc3d53b2e8,Rochette,Bronot,AOG,Lamb - Whole Head Off,$951303.79
